datetime,net_load_before_pv,pv,net_load_after_pv
1/16/21 17:10,254.7913098,1.091304348,253.7000055
1/16/21 17:15,236.2869565,0.330434783,235.9565217
1/16/21 17:20,233.6347796,-0.065217391,233.699997
1/16/21 17:25,232.000006,-0.1,232.100006
1/16/21 17:30,247.8782627,0,247.8782627
1/16/21 17:35,261.399994,0,261.399994
1/16/21 17:40,242.6217451,0,242.6217451
1/16/21 17:45,357.4521763,0,357.4521763
1/16/21 17:50,317.7608591,0,317.7608591
1/16/21 17:55,308.439119,0,308.439119
1/16/21 18:00,312.2217485,0,312.2217485
1/16/21 18:05,298.7500075,0,298.7500075
1/16/21 18:10,299.0391341,0,299.0391341
1/16/21 18:15,301.0333241,0,301.0333241
1/16/21 18:20,283.7250048,0,283.7250048
1/16/21 18:25,298.130427,0,298.130427
1/16/21 18:30,295.5,0,295.5
1/16/21 18:35,275.5166627,0,275.5166627
1/16/21 18:40,286.3666762,0,286.3666762
1/16/21 18:45,303.1250088,0,303.1250088
1/16/21 18:50,287.934793,0,287.934793
1/16/21 18:55,306.0749895,0,306.0749895
1/16/21 19:00,312.5956436,0,312.5956436
1/16/21 19:05,339.2416662,0,339.2416662
1/16/21 19:10,351.7041752,0,351.7041752
1/16/21 19:15,358.7000083,0,358.7000083
1/16/21 19:20,357.3782497,0,357.3782497
1/16/21 19:25,362.6333413,0,362.6333413
1/16/21 19:30,362.8391364,0,362.8391364
1/16/21 19:35,372.6583453,0,372.6583453
1/16/21 19:40,349.8500023,0,349.8500023
1/16/21 19:45,347.6458358,0,347.6458358
1/16/21 19:50,355.0583443,0,355.0583443
1/16/21 19:55,322.4750085,0,322.4750085
1/16/21 20:00,307.221742,0,307.221742
1/16/21 20:05,319.6499903,0,319.6499903
1/16/21 20:10,303.6304374,0,303.6304374
1/16/21 20:15,314.8347805,0,314.8347805
1/16/21 20:20,308.2869529,0,308.2869529
1/16/21 20:25,299.2695657,0,299.2695657
1/16/21 20:30,303.6782729,0,303.6782729
1/16/21 20:35,308.3956433,0,308.3956433
1/16/21 20:40,289.1000034,0,289.1000034
1/16/21 20:45,268.8608651,0,268.8608651
1/16/21 20:50,255.4173877,0,255.4173877
1/16/21 20:55,220.5521731,0,220.5521731
1/16/21 21:00,269.3499948,0,269.3499948
1/16/21 21:05,211.7521753,0,211.7521753
1/16/21 21:10,250.2913055,0,250.2913055
1/16/21 21:15,226.1833306,0,226.1833306
